
2018-03-31 18:51:36,b'RT @PDSA_HQ: Curious Duke had a very lucky escape after he got his paws on #paracetamol from a flu sachet. His owners\xe2\x80\x99 urgent action saved\xe2\x80\xa6'
2018-03-31 18:51:11,b'RT @louisEspacker: zac efron looks like a panini pass it on https://t.co/5JfUCNjxTS'
2018-03-31 18:50:58,"b'Behaviors such aggression, anger, blaming, bullying, dishonesty, greed, narcissism, negativity, profanity and inciv\xe2\x80\xa6 https://t.co/MWPwvn0MUq'"
2018-03-31 18:50:57,b'Half the house taken out by stomach flu. If anyone sees the Easter Bunny today let \xe2\x80\x98em know we\xe2\x80\x99d like Gatorade and\xe2\x80\xa6 https://t.co/JUCkYJYlQu'
2018-03-31 18:50:39,"b""RT @schoolnurses: Latest NASN Weekly Digest highlights how school nurses Create the Healthiest Nation With Healthy Students. You'll also fi\xe2\x80\xa6"""
2018-03-31 18:50:38,"b'RT @FLTDOC1: ""If you stand next to enough bleeding people,\nyou get bloody. If you breathe the air of\npatients with the flu, you get the flu\xe2\x80\xa6'"
2018-03-31 18:50:23,"b""On the bright side it is super nice out right now even though I'm going to the gym to workout inside right now"""
2018-03-31 18:50:12,b'RT @PDSA_HQ: Curious Duke had a very lucky escape after he got his paws on #paracetamol from a flu sachet. His owners\xe2\x80\x99 urgent action saved\xe2\x80\xa6'
2018-03-31 18:50:08,b'CDC warns of 2nd wave of flu hitting US https://t.co/HDkj0EWRtJ https://t.co/75eHCfiyiI'
2018-03-31 18:50:05,"b'It may officially be Spring but, for dogs, flu season can last all year round. Check out this article from the Denv\xe2\x80\xa6 https://t.co/5WVujafan6'"
2018-03-31 18:50:00,b'RT @ssingapuri: Mr Swine in the garb of freedom of speech you now calling the CJI of our highest court corrupt. You casting wild aspersions\xe2\x80\xa6'
2018-03-31 18:49:48,b'RT @SarahDa15849051: Early morning visit to Dylan \xf0\x9f\x98\x93\xf0\x9f\x92\x99\nBitter cold morning .... beautiful view across the fields \xf0\x9f\x92\x99\nI\xe2\x80\x99m allowed to say over &amp;\xe2\x80\xa6'
2018-03-31 18:49:23,b'I\xe2\x80\x99m blaming @HRVY and @Haribowyatt for giving me the flu \xf0\x9f\x91\x80 :('
